SNo,Cluster Code,School Name,Region name,School category,School Management,Location,School type,Number of students,Boys,Girls,Male teachers,Female teachers
1365,19170101632,EAST CALCUTTA NATIONAL SCHOOL,WARD-14,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,166,0,166,9,5
1366,19170101639,SHRI KRISHNA SHIKSHA SADAN,WARD-14,Upper Primary only,Pvt. Unaided,Urban,Co-Educational,0,0,0,10,0
1367,19170101640,SHRI KRISHNA SHIKSHA SADAN(P),WARD-14,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,3,2
1368,19170101638,ST. MARY'S ORPHANAGE & DAY SCH,WARD-14,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Boys only,0,0,0,11,9
1369,19170101722,NETAJI SUBHAS S.S.K,WARD-15,Primary,Local body,Urban,Co-Educational,29,30,59,0,2
1370,19170103511,BAMARI MANICKTALA GOVT SP HS S,WARD-32,Pr. with Up.Pr. & sec./H.Sec.,Department of Education,Urban,Co-Educational,642,0,642,27,10
1371,19170103516,PRAFULLA PRATAP VIDYAYATAN,WARD-32,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,140,0,140,11,0
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
1372,19170103501,BIDHAN CHANDRA GSFP SCHOOL,WARD-32,Primary,Department of Education,Urban,Co-Educational,41,38,79,1,5
1373,19170103521,KALARAB S.S.K.,WARD-32,Primary,Local body,Urban,Co-Educational,40,53,93,0,2
1374,19170103518,KHALSA MODEL SENOIR SEC.SCHOOL,WARD-32,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,15,5
1375,19170103502,LENIN PRIMARY SIKSHAYTAN,WARD-32,Primary,Department of Education,Urban,Co-Educational,78,74,152,4,1
1376,19170103510,MANICKTALLA ADARSHA VID (G),WARD-32,Upper Primary only,Department of Education,Urban,Girls only,0,21,21,0,1
1377,19170103512,MANICKTALLA SIKSHA BHAYAN,WARD-32,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,148,148,0,11
1378,19170103506,MANIKTALA SIKSHA BHAWAN,WARD-32,Primary,Department of Education,Urban,Co-Educational,28,60,88,3,2
1379,19170103503,RAM MOHAN SISHU VIDYALAYA,WARD-32,Primary,Department of Education,Urban,Co-Educational,50,48,98,3,2
1380,19170103517,SIKSHA NIKETAN VID.FOR GIRLS,WARD-32,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,144,144,0,12
1381,19170103509,SRI ADHUNIK VIDYAMANDIR,WARD-32,Primary,Department of Education,Urban,Co-Educational,42,47,89,0,3
1382,19170103508,SRI SHIB PUJAN VIDYAPITH,WARD-32,Primary,Department of Education,Urban,Co-Educational,23,34,57,2,0
1383,19170103507,SRI SHYAMA PRASAD VIDYALAYA,WARD-32,Primary,Department of Education,Urban,Co-Educational,15,19,34,2,0
1384,19170103513,ULTADANGA GOVT SP. HS. SCH(G),WARD-32,Pr. with Up.Pr. & sec./H.Sec.,Department of Education,Urban,Co-Educational,16,834,850,0,36
,,Cluster Code & Name:,1917010040,NETAJINAGAR ADARSHA ADYA,,,,,,,,
1385,19170111609,BANSDANI CHAKDAH BALIKA VIDYAM,WARD-113,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,227,227,0,7
1386,19170111602,BANSDRONI CHAKDAH G.S.F.P. SCHOOL,WARD-113,Primary,Department of Education,Urban,Co-Educational,23,18,41,1,2
1387,19170111604,BANSDRONI CHAKDAH VID MAN F.P.,WARD-113,Primary,Department of Education,Urban,Co-Educational,33,36,69,0,4
1388,19170111612,BANSDRONI CHAKDAH VID MAN H.S.,WARD-113,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,467,0,467,17,5
1389,19170111601,BANSDRONI G.S.F.P. SCHOOL,WARD-113,Primary,Department of Education,Urban,Co-Educational,28,17,45,1,4
1390,19170111603,BANSDRONI KALITALA SCHOOL,WARD-113,Primary,Department of Education,Urban,Co-Educational,30,12,42,0,4
1391,19170109815,GANDHI COLONY MADHYAMIK VIDYALAYA,WARD-95,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,468,0,468,33,9
1392,19170110124,BANI SMRITI S.S.K.,WARD-98,Primary,Local body,Urban,Co-Educational,27,20,47,0,2
1393,19170110116,GANDHI COLONY BHARATI BALIKA V,WARD-98,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,333,333,0,20
1394,19170110109,JYOTIRMAYE PATH BHAWAN,WARD-98,Primary,Department of Education,Urban,Co-Educational,20,13,33,0,3
1395,19170110112,KHAN PUR BOY'S PRY,WARD-98,Primary,Department of Education,Urban,Co-Educational,100,56,156,2,9
1396,19170110118,KHANPUR GIRLS HIGH SCHOOL(HS),WARD-98,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,682,682,0,31
1397,19170110103,KHANPUR GIRLS PRY SCHOOL,WARD-98,Primary,Department of Education,Urban,Co-Educational,78,179,257,3,6
1398,19170110114,KHANPUR HIGH SCHOOL,WARD-98,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,779,0,779,28,5
1399,19170110125,NARMADA SCHOOL,WARD-98,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,6,6
1400,19170110111,NETAJI NAGAR ADARSHA ADYA SIKS,WARD-98,Primary,Department of Education,Urban,Co-Educational,119,123,242,1,11
1401,19170110117,NETAJI NAGAR BALIKA VIDYAMANDIR,WARD-98,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,322,322,1,29
1402,19170110115,NETAJI NAGAR VIDYAMANDIR,WARD-98,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,321,0,321,34,4
1403,19170110113,RANI RASHMONI G.S.F.P. SCHOOL,WARD-98,Primary,Department of Education,Urban,Co-Educational,15,22,37,1,2
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
1404,19170110119,REGENTPARK R.K HINDI VIDYALAYA,WARD-98,Primary,Department of Education,Urban,Co-Educational,81,59,140,4,4
1405,19170110106,SISHU BHARATI PRY SCHOOL,WARD-98,Primary,Department of Education,Urban,Co-Educational,35,39,74,2,5
1406,19170110105,SREE SARALATA DEVI SHISHU BALIKA,WARD-98,Primary,Department of Education,Urban,Co-Educational,22,20,42,1,3
1407,19170110110,SURJANAGAR VIDYA MANDIR,WARD-98,Primary,Department of Education,Urban,Co-Educational,14,14,28,1,1
1408,19170110120,SURYA SEN ABAITANIK PRA. VID,WARD-98,Primary,Department of Education,Urban,Co-Educational,2,6,8,2,0
,,Cluster Code & Name:,1917010069,PARIKSHIT CH. F.P SCHOOL,,,,,,,,
1409,19170112413,BIDYA BHABAN,WARD-121,Up. Primary with sec./H.sec,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,23
1410,19170112626,BARISHA HINDI VIDYAPITH KMCP SCHL.,WARD-123,Primary,Local body,Urban,Co-Educational,142,94,236,4,0
1411,19170112807,ABINASH SMRITI G.S.F.P.,WARD-125,Primary,Department of Education,Urban,Co-Educational,45,63,108,2,1
1412,19170112809,KISHORI VIDYAMINDIR,WARD-125,Primary,Department of Education,Urban,Co-Educational,42,36,78,1,2
1413,19170112810,SITALATALA PRY. SCHOOL,WARD-125,Primary,Department of Education,Urban,Co-Educational,38,29,67,2,2
1414,19170112909,BANGAMANI VIDYAPITH,WARD-126,Primary,Department of Education,Urban,Co-Educational,32,22,54,1,2
1415,19170112912,BARISHA GIRLS HIGH SCHOOL,WARD-126,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,989,989,0,35
1416,19170112905,BARISHA GIRLS PRYMARY SCHOOL,WARD-126,Primary,Department of Education,Urban,Co-Educational,26,469,495,0,23
1417,19170112932,BARISHA SISHU NIKETAN,WARD-126,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,7
1418,19170112917,BASUDEBPUR HIGH SCH.,WARD-126,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,162,75,237,12,11
1419,19170112933,BIDYA BHARATI SCHOOL,WARD-126,Primary,Pvt. Unaided,Urban,Girls only,0,0,0,3,21
1420,19170112922,CHILDREN'S PARADISE SCHOOL,WARD-126,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,15
1421,19170112913,CHILDRENS WELFARE ASSOCIATION,WARD-126,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,443,443,0,31
1422,19170112925,KAKALI,WARD-126,Primary,Pvt. Unaided,Urban,Co-Educational,143,109,252,0,12
1423,19170112924,KISHALAYA SCHOOL,WARD-126,Primary,Pvt. Unaided,Urban,Co-Educational,20,14,34,0,5
1424,19170112911,PALLY MANGAL VIDYALAYA,WARD-126,Primary,Department of Education,Urban,Co-Educational,6,2,8,0,2
1425,19170112901,PARIKSHIT CHANDRA G.S.F.P.SCH,WARD-126,Primary,Department of Education,Urban,Co-Educational,20,15,35,0,4
1426,19170112906,SOUTH BEHALA PRIMARY SCHOOL,WARD-126,Primary,Department of Education,Urban,Co-Educational,88,78,166,2,4
1427,19170112920,ST. JOSEPH'S PRIVATE SCHOOL,WARD-126,Primary,Pvt. Unaided,Urban,Co-Educational,40,40,80,0,7
1428,19170112916,SURSUNA HIGH SCHOOL (H.S.),WARD-126,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,1246,0,1246,36,9
1429,19170112907,UPENDRANATH VIDYAPITH(MOR),WARD-126,Primary,Department of Education,Urban,Co-Educational,13,20,33,0,2
1430,19170113012,SHIBARAMPUR NANILAL VIDYAPITH,WARD-127,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,488,0,488,16,3
1431,19170113013,SHIBRAMPUR MADHYAMIK H.S.F.G.,WARD-127,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,129,129,1,7
,,Cluster Code & Name:,1917010068,PARNASHREE VIDYAMANDIR,,,,,,,,
1432,19170112014,BIDHAN CHANDHA ROY S.S.K,WARD-117,Primary,Local body,Urban,Co-Educational,21,14,35,0,2
1433,19170113218,NABANKUR,WARD-129,Primary,Un-Recognised,Urban,Co-Educational,86,69,155,0,7
1434,19170113216,RABINDRANAGAR KSHETRAMOHAN VDM,WARD-129,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,72,66,138,7,3
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
1435,19170113307,BEHALA BANITIRTHA GIRL'S H.S.,WARD-130,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,151,151,0,9
1436,19170113306,BEHALA KISHORE BHARATI G H.S.,WARD-130,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,137,137,0,9
1437,19170113304,BEHALA SURENDRA VID,WARD-130,Upper Primary only,Department of Education,Urban,Girls only,0,41,41,0,5
1438,19170113303,KISHORE BHARATI PRIMARY SCHOOL,WARD-130,Primary,Department of Education,Urban,Co-Educational,93,21,114,1,5
1439,19170113314,MEGHMALA ROY EDUCATION CENTRE,WARD-130,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,6,27
1440,19170113309,VIVEKANANDAPALLI KISHORE B.H.S,WARD-130,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,350,0,350,7,6
1441,19170113411,BEHALA BALIKA VIDYAPITH(HIGH),WARD-131,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,123,123,0,12
1442,19170113409,BEHALA PARNASREE BIDYAMANDIR,WARD-131,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,508,0,508,23,5
1443,19170113412,BEHALA SARADA BIDYANIDHI F.G.,WARD-131,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,544,544,0,40
1444,19170113410,BEHALA SIKSHAYATAN,WARD-131,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,59,0,59,11,0
1445,19170113413,GARAGACHA SISHUBHARATI HIGH SCHOOL.,WARD-131,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,136,0,136,11,1
1446,19170113408,SANTI SANGHA SIKSHA MAN HS(G)S,WARD-131,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,165,165,0,11
1447,19170113422,SANTI SANGHA SIKSHA MAN JR. B ORIYA,WARD-131,Primary,Department of Education,Urban,Co-Educational,38,50,88,2,4
,,Cluster Code & Name:,1917010090,PARNASREE VIDYAMANDIR- II,,,,,,,,
1448,19170113313,JHULAN S.S.K,WARD-130,Primary,Local body,Urban,Co-Educational,40,47,87,0,2
,,Cluster Code & Name:,1917010074,PRANTA PALLY HIGH SCHOOL,,,,,,,,
1449,19170110411,JADAVPUR SAMMILITA BALIKA VIDYALAYA,WARD-101,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,816,816,0,50
1450,19170110412,KENDUA MAHENDRANATH GIRL'S HIG,WARD-101,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,347,347,0,17
1451,19170110413,KENDUA MAHENDRANATH H.S(BOYS),WARD-101,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,286,0,286,17,2
1452,19170110507,CHITTARANJAN BANI NIKETAN F.P.,WARD-102,Primary,Department of Education,Urban,Co-Educational,3,1,4,0,1
1453,19170110512,JADAPUR CHITTARANJAN B.G.H.S.,WARD-102,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,97,97,0,11
1454,19170110509,PRANTAPALLI BALIKA VIDIALAYA,WARD-102,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,218,218,0,12
1455,19170110511,PRANTAPALLY HIGH SCHOOL,WARD-102,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,337,0,337,13,4
1456,19170110501,RABINDRA UDBASTU G.S.F.P.SCH,WARD-102,Primary,Department of Education,Urban,Co-Educational,15,5,20,1,3
1457,19170110504,RAJAPUR SIKSHA BITHI G.S.F.P,WARD-102,Primary,Department of Education,Urban,Co-Educational,54,53,107,3,4
1458,19170110510,RAMKRISHNA UPANIBESH VIVE VID,WARD-102,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,19,19,0,6
1459,19170110513,RENUKA MEMORIAL SCHOOL,WARD-102,Primary,Pvt. Unaided,Urban,Co-Educational,35,27,62,0,4
1460,19170110514,SARAJU BALA SISHU VIDYAPITH,WARD-102,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,2,1
1461,19170110503,TALPUKUR G.S.F.P. SCHOOL,WARD-102,Primary,Department of Education,Urban,Co-Educational,34,22,56,3,1
1462,19170110506,TRAILAKHYA NATH GHOSH SCH,WARD-102,Primary,Department of Education,Urban,Co-Educational,11,15,26,2,0
1463,19170110505,WEST RAJAPUR F.P. SCHOOL,WARD-102,Primary,Department of Education,Urban,Co-Educational,33,23,56,1,3
1464,19170110623,ANKUR S.S.K.,WARD-103,Primary,Local body,Urban,Co-Educational,21,19,40,0,2
1465,19170110622,KHUDIRAM S.S.K.,WARD-103,Primary,Local body,Urban,Co-Educational,23,21,44,0,2
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
1466,19170110607,MODERNLAND GIRLS HIGH SCHOOL,WARD-103,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,373,373,0,20
1467,19170110601,NEW LITTLE FLOWER G.S.F.P. SCH,WARD-103,Primary,Department of Education,Urban,Co-Educational,17,17,34,1,1
1468,19170110603,NILACHAL F.P.SCHOOL,WARD-103,Primary,Department of Education,Urban,Co-Educational,2,9,11,1,1
1469,19170110606,RAJAPUR BASTUTALA F.P SCHOOL,WARD-103,Primary,Department of Education,Urban,Co-Educational,135,146,281,3,6
1470,19170110605,RAJAPUR SANGHA F.P. SCHOOL,WARD-103,Primary,Department of Education,Urban,Co-Educational,17,13,30,1,3
1471,19170110610,SANTOSHPUR VIDYAMANDIR FOR BOYS,WARD-103,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,389,0,389,15,4
1472,19170110617,SANTOSHPUR VIDYAMANDIR GIRLS,WARD-103,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,354,354,0,18
1473,19170110621,SURYA SEN S.S.K.,WARD-103,Primary,Local body,Urban,Co-Educational,28,28,56,0,2
1474,19170110709,GARFA D.N.MEMORIAL.HIGH SCH.,WARD-104,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,566,0,566,26,4
1475,19170110712,GARFA DHIRENDRA N.M.H. S(GIRL),WARD-104,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,409,409,0,20
1476,19170110706,HARISADHAN J.B. SCHOOL,WARD-104,Primary,Department of Education,Urban,Co-Educational,22,20,42,0,3
1477,19170110708,JADAVPUR RISHI AROBINDA VID,WARD-104,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,217,0,217,10,2
1478,19170110703,RISHI AUROVINDA VIDYAPITH,WARD-104,Primary,Department of Education,Urban,Co-Educational,7,8,15,1,1
1479,19170110710,SANTOSHPUR .R.AUROBINDO BALIKA,WARD-104,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,329,329,0,24
1480,19170110707,SANTOSHPUR SIKHAYATAN,WARD-104,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,371,258,629,6,8
1481,19170110806,ARYA VIDYALYA,WARD-105,Primary,Department of Education,Urban,Co-Educational,19,11,30,1,3
1482,19170110802,ASHUTOSH A.P VIDYALAYA,WARD-105,Primary,Department of Education,Urban,Co-Educational,23,0,23,1,2
1483,19170110811,BIDYADHARPUR HIGH SCHOOL FOR GIRL'S,WARD-105,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,116,116,0,10
1484,19170110810,HALTU ARYA BALIKA VID HIGH SCH,WARD-105,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,84,84,0,11
1485,19170110814,HALTU ARYA VIDYALAYA,WARD-105,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,123,0,123,12,1
1486,19170110815,HALTU HIGH SCHOOL,WARD-105,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,73,0,73,9,1
1487,19170110813,HALTU HIGH SCHOOL FOR GIRLS,WARD-105,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,168,168,0,20
1488,19170110812,HALTU KISHALAYA SHIKSHA SADAN,WARD-105,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,106,0,106,7,2
1489,19170110917,BANKIM CHANDRA S.S.K,WARD-106,Primary,Local body,Urban,Co-Educational,34,33,67,0,2
1490,19170110908,JNANADA NISHI PRATH. BIDYALAYA,WARD-106,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,4,2
1491,19170110914,NETAJI S.S.K.,WARD-106,Primary,Local body,Urban,Co-Educational,28,30,58,0,2
1492,19170110903,PURBACHAL VIDYALAYA,WARD-106,Primary,Department of Education,Urban,Co-Educational,29,32,61,1,4
1493,19170110915,RABINDRA NATH S.S.K.,WARD-106,Primary,Local body,Urban,Co-Educational,36,21,57,0,2
1494,19170110913,SARAT CHANDRA S.S.K.,WARD-106,Primary,Local body,Urban,Co-Educational,29,32,61,0,2
1495,19170110909,SRI HARI MISSION VIDYAPITH,WARD-106,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,2,1
1496,19170110907,SUCHETA NAGAR BALIKA VIDYA MANDIR,WARD-106,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,104,104,0,11
1497,19170110916,VIDYA SAGAR S.S.K.,WARD-106,Primary,Local body,Urban,Co-Educational,19,17,36,0,2
1498,19170111103,ANANDAPUR F.P.,WARD-108,Primary,Department of Education,Urban,Co-Educational,94,92,186,2,6
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
1499,19170111109,CHOWBAGA HIGH SCHOOL,WARD-108,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,582,574,1156,25,3
1500,19170111108,V.I.P.NAGAR JUNIOR H.S.,WARD-108,Upper Primary only,Department of Education,Urban,Co-Educational,220,148,368,0,7
1501,19170111119,VIP NAGAR KMCP SCHOOL,WARD-108,Primary,Local body,Urban,Co-Educational,117,103,220,2,2
1502,19170111303,BRIJI ASHUTOSH NASKAR HIGH SCHOOL,WARD-110,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,295,199,494,12,6
1503,19170111506,GARIA BINA BALIKA VIDYALAYA,WARD-112,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,162,162,0,11
1504,19170113404,SHARDA VIDYAPITH,WARD-131,Primary,Department of Education,Urban,Co-Educational,62,170,232,3,8
,,Cluster Code & Name:,1917010047,PURBANCHAL PROVATI SANGHA,,,,,,,,
1505,19170106113,ADARSH HINDI VID.,WARD-58,Primary,Department of Education,Urban,Co-Educational,63,51,114,7,1
1506,19170106119,BOINCHTALA UPENDRA NATH VIDYAMANDIR,WARD-58,Primary,Department of Education,Urban,Co-Educational,149,124,273,3,8
1507,19170106127,J.S.M.K.C. GIRLS SCHOOL,WARD-58,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,157,157,0,14
1508,19170106105,JEVA SHIVA M.KC.G. PRY,WARD-58,Primary,Department of Education,Urban,Co-Educational,63,77,140,2,6
1509,19170106117,KASTURBA HARIJAN VIDYALAYA,WARD-58,Primary,Department of Education,Urban,Co-Educational,79,76,155,3,1
1510,19170106118,KHANA BERIA FP SCHOOL,WARD-58,Primary,Department of Education,Urban,Co-Educational,103,109,212,4,4
1511,19170106110,PANCHKARI R.A.V.G.P.,WARD-58,Primary,Department of Education,Urban,Co-Educational,40,57,97,1,5
1512,19170106111,PANCHKARI RADHARANI,WARD-58,Primary,Department of Education,Urban,Co-Educational,106,26,132,1,5
1513,19170106124,PANCHKARI RADHARANI AV,WARD-58,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,120,120,0,10
1514,19170106138,PANCHKARI RADHARANI AV H.S.,WARD-58,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,212,0,212,11,2
1515,19170106148,PULIN K HINDI VIDYALAYA,WARD-58,Primary,Department of Education,Urban,Co-Educational,50,47,97,5,1
1516,19170106102,PURBANCHAL P.S.P. SCHOOL,WARD-58,Primary,Department of Education,Urban,Co-Educational,209,216,425,9,17
1517,19170106106,RABI DAS HJN KALYAN VIDYALAYA,WARD-58,Primary,Department of Education,Urban,Co-Educational,241,121,362,11,2
1518,19170106109,RABINDRA N.V. BHABAN,WARD-58,Primary,Department of Education,Urban,Co-Educational,28,38,66,2,2
1519,19170106149,SAHEED BHAGAT SINGH S.S.K.,WARD-58,Primary,Local body,Urban,Co-Educational,32,39,71,0,2
1520,19170106123,SANAT ROY C.I.F GIRLS HIGH SCH,WARD-58,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,614,614,0,19
1521,19170106115,SANAT ROY CH.I. PRY,WARD-58,Primary,Department of Education,Urban,Co-Educational,139,138,277,4,6
1522,19170106125,SANAT ROY CHOWDHUR INSTITUTION,WARD-58,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,359,0,359,20,7
1523,19170106108,SHREE HARIJAN VIDYALAYA,WARD-58,Primary,Department of Education,Urban,Co-Educational,54,46,100,5,0
1524,19170106116,SISHU MONGAL PRATH. VID,WARD-58,Primary,Department of Education,Urban,Co-Educational,48,37,85,0,3
1525,19170106104,SRI ADARSH VIDYALAYA,WARD-58,Primary,Department of Education,Urban,Co-Educational,99,162,261,8,0
1526,19170106152,ST. THOMAS PUBLIC SCHOOL,WARD-58,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,142,49,191,4,6
1527,19170106126,ST.RAVI DAS HIGH SCHOOL,WARD-58,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,468,0,468,7,1
1528,19170106112,TANGRA HOUSING EST PRY,WARD-58,Primary,Department of Education,Urban,Co-Educational,15,15,30,1,2
1529,19170106101,TARUN TIRTHA PRY. SCHOOL,WARD-58,Primary,Department of Education,Urban,Co-Educational,59,52,111,3,4
1530,19170106103,TARUN TIRTHA VIDYALAYA,WARD-58,Primary,Department of Education,Urban,Co-Educational,12,9,21,0,3
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
1531,19170110315,BIDYABITHI PRIMARY,WARD-100,Primary,Department of Education,Urban,Co-Educational,13,17,30,0,4
1532,19170110306,JOGOMAYA GIRLS PRY SCHOOL,WARD-100,Primary,Department of Education,Urban,Co-Educational,10,8,18,1,2
1533,19170110318,KACHIKAKALI PRY SCHOOL,WARD-100,Primary,Department of Education,Urban,Co-Educational,25,25,50,1,4
1534,19170110314,KALYANI VIDYA BITHI,WARD-100,Primary,Department of Education,Urban,Co-Educational,10,11,21,0,2
1535,19170110307,NAKTALA HIGH SCHOOL PRIMARY SECTION,WARD-100,Primary,Department of Education,Urban,Co-Educational,48,25,73,1,3
1536,19170110310,SREE R.K ANANDA ASRAM NO-2,WARD-100,Primary,Department of Education,Urban,Co-Educational,0,33,33,0,4
1537,19170111301,S.B. PRIMARY SCHOOL,WARD-110,Primary,Department of Education,Urban,Co-Educational,117,116,233,4,5
1538,19170111611,BANSDRONI BENOY BALIKA VDL.,WARD-113,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,637,637,0,23
1539,19170111606,NIRANJAN PALLY F.P. SCHOOL,WARD-113,Primary,Department of Education,Urban,Co-Educational,87,83,170,4,5
1540,19170113722,HAZI AZAHAR MOLLA KMCP SCHOOL(DAY),WARD-134,Primary,Local body,Urban,Co-Educational,35,46,81,5,0
1541,19170113723,KITKAT MONTESSORI & HIGH SCHOOL,WARD-134,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,2,7
1542,19170113721,MD. ASLAM MEMORIAL K.M.C.P SCHOOL,WARD-134,Primary,Local body,Urban,Co-Educational,65,48,113,2,2
1543,19170114309,NAVARATNA PRATHAMIK VIDYALAYA,WARD-140,Primary,Department of Education,Urban,Co-Educational,263,228,491,6,4
1544,19170109924,BEJOYGARH VIDYAPITH,WARD-96,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,206,0,206,21,7
1545,19170109926,BIJOYGARH ADARSHA VIDYALAYA,WARD-96,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,21,4,25,7,4
1546,19170109927,BIJOYGARH BHARAT TIRTHA,WARD-96,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,8
1547,19170109905,BIJOYGARH SHIKSHA NIKETAN,WARD-96,Primary,Department of Education,Urban,Co-Educational,27,31,58,1,4
1548,19170109904,BIJOYGARH VIDYAPITH,WARD-96,Primary,Department of Education,Urban,Co-Educational,4,4,8,0,2
1549,19170109922,JADAVPUR BEJOYGARH SIKSHANIKETAN,WARD-96,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,12,0,12,9,2
1550,19170109921,JADAVPUR BEJOYGHAR SHIK.GIRLS,WARD-96,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,191,191,0,17
1551,19170110216,BANI BHABAN HIGH SCHOOL,WARD-99,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,77,0,77,17,1
1552,19170110210,BANI BHABAN PRY,WARD-99,Primary,Department of Education,Urban,Co-Educational,7,6,13,1,3
1553,19170110218,BANI VIDYA BHABAN GIRLS HIGH SCHOOL,WARD-99,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,139,139,0,7
1554,19170110201,NETAJI VIDYAMANDIR,WARD-99,Primary,Department of Education,Urban,Co-Educational,36,29,65,1,3
