,Cluster Code,School Name,Region name,School category,School Management,Location,School type,Number of students,Boys,Girls,Male teachers,Female teachers,,,,
4157,27251505803,NUTAN VID MANDIR KRUSHANA NAGA,,AJANTHA NAGAR -A,Primary,Pvt. Unaided,Urban,Co-Educational,249,267,516,2,2,,,
4158,27251505806,PRATIBHA ENG.SCH. KRUSHNAR,,AJANTHA NAGAR -A,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,165,120,285,0,10,,,
4159,27251505921,K J CHAWALA HIGH SCH,,AJANTHA NAGAR -B,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Co-Educational,185,131,316,6,2,,,
4160,27251500604,DEOGIRI ENG MED SCHOOL,,MOSHI - C,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,181,109,290,0,7,,,
4161,27251500104,NUTAN V M TRIVENINAGAR,,TALAWADE CHIKHALI -A,Primary,Pvt. Aided,Urban,Co-Educational,468,448,916,3,13,,,
4162,27251500102,PCMC SONWANEWASTI,,TALAWADE CHIKHALI -A,Primary,Local body,Urban,Co-Educational,95,82,177,3,0,,,
4163,27251500112,SARASWATI VISHWA HIGH TAL,,TALAWADE CHIKHALI -A,No Response,Pvt. Unaided,Urban,Co-Educational,58,49,107,1,2,,,
4164,27251500110,SARASWATI VISHWA VID,,TALAWADE CHIKHALI -A,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,782,514,1296,0,30,,,
4165,27251500125,SHESHABAI D. GANAGE PRASHALA,,TALAWADE CHIKHALI -A,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Co-Educational,931,727,1658,12,13,,,
4166,27251500127,ST.,ANN'S HIGH.SCH. NIGADI,TALAWADE CHIKHALI -A,No Response,Pvt. Unaided,Urban,Co-Educational,22,13,35,0,5,,,
4167,27251500109,ST. ANN'S PRI.SCH. NIGADI,,TALAWADE CHIKHALI -A,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,253,137,390,0,7,,,
4168,27251500201,PCMC MHETREWADI,,TALAWADE CHIKHALI -B,Primary with Upper Primary,Local body,Urban,Co-Educational,279,327,606,2,11,,,
4169,27251500202,PCMC NEWALWASTI,,TALAWADE CHIKHALI -B,Primary with Upper Primary,Local body,Urban,Co-Educational,192,215,407,1,8,,,
4170,27251500303,MATOSHREE PRM VIDALAYA MANDIR,,TALAWADE CHIKHALI -C,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,166,173,339,1,6,,,
4171,27251500301,PCMC CHIKHALI BOYS,,TALAWADE CHIKHALI -C,Primary with Upper Primary,Local body,Urban,Boys only,670,0,670,5,13,,,
4172,27251500302,PCMC CHIKHALI GIRLS,,TALAWADE CHIKHALI -C,Primary with Upper Primary,Local body,Urban,Girls only,0,642,642,3,13,,,
4173,27251506724,PRATIBHA INTERNATIONL SCH.KALBHOR,,MOHANNAGAR -A,Primary,Pvt. Unaided,Urban,Co-Educational,161,98,259,0,10,,,
4174,27251506721,ST. ANDREW'S,HIGH SCH.,MOHANNAGAR -A,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,273,243,516,0,10,,,
4175,27251506723,ST. ANDREW'S PRI SCH. CHINCH,,MOHANNAGAR -A,Primary,Pvt. Unaided,Urban,Co-Educational,250,260,510,0,10,,,
4176,27251506821,JAY BHAVANI MADHYMIC VIDYALAY,,MOHANNAGAR -B,No Response,Pvt. Unaided,Urban,Co-Educational,41,20,61,2,2,,,
4177,27251506804,JAY BHAVANI PRI SCH,,MOHANNAGAR -B,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,174,131,305,1,6,,,
4178,27251506822,KRANTIJYOTI SAVITRIBAI PHU MAD,,MOHANNAGAR -B,No Response,Pvt. Unaided,Urban,Co-Educational,31,30,61,2,2,,,
4179,27251506803,KRANTIJYOTI SAVITRIBAI PHULE,,MOHANNAGAR -B,Primary with Upper Primary,Pvt. Aided,Urban,Co-Educational,227,224,451,6,2,,,
4180,27251506802,LELABAI KHIVANSARA VIDYALAY,,MOHANNAGAR -B,Primary with Upper Primary,Local body,Urban,Girls only,0,443,443,3,12,,,
4181,27251506801,MOHANNAGAR BOYS,,MOHANNAGAR -B,Primary with Upper Primary,Local body,Urban,Boys only,360,0,360,3,8,,,
4182,27251506901,KAMAL NAYAN BAJAJ SCH,,MOHANNAGAR -C,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,441,340,781,0,16,,,
4183,27251506921,KAMAL NAYAN BAJAJ SCH,,MOHANNAGAR -C,No Response,Pvt. Unaided,Urban,Co-Educational,69,46,115,0,4,,,
4184,27251506922,ST. PAUL ENG. MED. SCH. MOHANNAGAR,,MOHANNAGAR -C,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,86,42,128,0,7,,,
4185,27251507021,CHINTAMANI RATRAPRASHALA,,SANGHAVI KESARI -A,No Response,Pvt. Aided,Urban,Co-Educational,30,1,31,5,0,,,
4186,27251507004,KAMALA NEHARU PRI SCH,,SANGHAVI KESARI -A,Primary with Upper Primary,Pvt. Aided,Urban,Co-Educational,115,88,203,0,5,,,
4187,27251507002,KANYA SCH CHINCHVADE STAYSHION,,SANGHAVI KESARI -A,Primary with Upper Primary,Local body,Urban,Girls only,0,572,572,2,13,,,
4188,27251507006,MAHATMA JYOTIBA PHULE BOYS 1,,SANGHAVI KESARI -A,Primary with Upper Primary,Local body,Urban,Boys only,286,0,286,0,9,,,
4189,27251507001,MAHATMA JYOTIBA PHULE BOYS 2,,SANGHAVI KESARI -A,Primary with Upper Primary,Local body,Urban,Boys only,219,0,219,1,7,,,
4190,27251507101,CHANDRACALA KISHORILAL GYOAL,,SANGHAVI KESARI -B,Primary,Pvt. Aided,Urban,Co-Educational,344,261,605,3,9,,,
4191,27251507121,GAIDIBAI TARACHAND CHOPADA,SC,SANGHAVI KESARI -B,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Co-Educational,185,184,369,3,7,,,ement,Type of School,,,,,,,,,,,
4192,27251507122,GEETAMATA ENG MED SCH,SANGHAVI KESARI -B,No Response,Pvt. Unaided,Urban,Co-Educational,33,17,50,2,3,,,,
4193,27251507103,GEETAMATA ENG MED SCH,SANGHAVI KESARI -B,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,277,147,424,4,4,,,,
4194,27251507102,JAIN VIDYA MANDIR TALCO ROAD,SANGHAVI KESARI -B,Primary,Pvt. Aided,Urban,Co-Educational,124,127,251,2,2,,,,
4195,27251507222,ABHISHEK PRI.VID. SHAHUNAGAR,SANGHAVI KESARI -C,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,416,291,707,0,15,,,,
4196,27251507223,ABHISHEK VIDYALAYA SHASHUNAGAR,SANGHAVI KESARI -C,No Response,Pvt. Unaided,Urban,Co-Educational,28,15,43,0,5,,,,
4197,27251507221,C.K.GOYAL (CH. SHIVAJIRAJE),SANGHAVI KESARI -C,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Co-Educational,731,470,1201,8,12,,,,
4198,27251507201,S M D D Y PATIL PUBLIC SCH,SANGHAVI KESARI -C,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,851,510,1361,1,21,,,,
4199,27251500321,MA DR D Y PATIL ENG MED SCH,TALAWADE CHIKHALI -C,No Response,Pvt. Unaided,Urban,Co-Educational,89,78,167,1,6,,,,
4200,27251509225,JOG ENG. MED. SEC. SCH. CHINCHWAD,CHINCHWAD -B,No Response,Pvt. Unaided,Urban,Co-Educational,28,15,43,0,5,,,,
4201,27251509226,MAHATMTA JYOTIBA FULE ENG MED,CHINCHWAD -B,Primary with Upper Primary,Local body,Urban,Co-Educational,137,96,233,0,5,,,,
4202,27251509202,NEW ENGLISH SCH CHINCHWAD,CHINCHWAD -B,Primary with Upper Primary,Pvt. Aided,Urban,Co-Educational,488,433,921,3,18,,,,
4203,27251509224,NEW ENGLISH SCHOOL CHINCHWAD,CHINCHWAD -B,No Response,Pvt. Aided,Urban,Co-Educational,88,75,163,4,2,,,,
4204,27251506201,AADRSH BALAK VID,DATTAWADI -B,Primary,Pvt. Aided,Urban,Co-Educational,86,87,173,2,2,,,,
4205,27251509801,HUTATMA CHAFEKAR BOYS,PREKSHAGRIH CHINCHWAD -B,Primary with Upper Primary,Local body,Urban,Boys only,234,0,234,2,6,,,,
4206,27251509802,HUTATMA CHAFEKAR BOYS2,PREKSHAGRIH CHINCHWAD -B,Primary with Upper Primary,Local body,Urban,Boys only,207,0,207,3,6,,,,
4207,27251509803,HUTATMA CHAFEKAR GIRLS1,PREKSHAGRIH CHINCHWAD -B,Primary with Upper Primary,Local body,Urban,Girls only,0,255,255,0,8,,,,
4208,27251509804,HUTATMA CHAFEKAR GIRLS2,PREKSHAGRIH CHINCHWAD -B,Primary with Upper Primary,Local body,Urban,Girls only,0,248,248,0,9,,,,
4209,27251509902,GEETA MANDIR PRI SCHOOL,PREKSHAGRIH CHINCHWAD -C,Primary with Upper Primary,Pvt. Aided,Urban,Co-Educational,316,268,584,1,8,,,,
4210,27251509904,JOG PRI SCH ENGLISH,PREKSHAGRIH CHINCHWAD -C,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,251,191,442,0,8,,,,
4211,27251509922,KAI. P.B. JOG MAD. VID. CHINCHWAD,PREKSHAGRIH CHINCHWAD -C,No Response,Pvt. Unaided,Urban,Co-Educational,33,37,70,0,6,,,,
4212,27251509903,KONDABAI GOLANDE PRI SCH,PREKSHAGRIH CHINCHWAD -C,Primary with Upper Primary,Pvt. Aided,Urban,Co-Educational,155,156,311,0,10,,,,
4213,27251509921,M S S HIGH SCH SHRIDHARNAGAR,PREKSHAGRIH CHINCHWAD -C,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Co-Educational,549,410,959,7,12,,,,
4214,27251509901,PARWATIBAI PRI SCHOOL,PREKSHAGRIH CHINCHWAD -C,Primary,Pvt. Aided,Urban,Co-Educational,415,380,795,4,13,,,,
4215,27251509923,PRAINANABODHINI ENG PRI. CHINCHWAD,PREKSHAGRIH CHINCHWAD -C,Primary,Tribal/Social Welfare Dept.,Urban,Co-Educational,39,23,62,0,5,,,,
4216,27251509523,JAIN GIRLS HIGH MAD(TARABAI MUTHA),WALHEKAR WADI -B,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Girls only,0,934,934,2,18,,,,
4217,27251509502,JAIN PRI ENGLISH SCHOOL,WALHEKAR WADI -B,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,571,318,889,1,17,,,,
4218,27251509501,JAIN PRI VIDYALAY,WALHEKAR WADI -B,Primary,Pvt. Aided,Urban,Co-Educational,323,261,584,3,5,,,,
4219,27251509504,MATRU VIDYALAYA,WALHEKAR WADI -B,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,324,214,538,0,8,,,,
4220,27251509524,MEERA'S GOOD SHEPHARD SCH,WALHEKAR WADI -B,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,155,84,239,0,13,,,,
4221,27251509522,PHATTECHAND JAIN HIGH SCH,WALHEKAR WADI -B,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Boys only,1216,0,1216,14,21,,,,
4222,27251509526,UNIQUE VISION ENG. CHINCHWADENAGAR,WALHEKAR WADI -B,Primary,Pvt. Unaided,Urban,Co-Educational,53,36,89,1,3,,,,
4223,27251509604,BHONDAWE PRI SCH,WALHEKAR WADI -C,Primary,Pvt. Aided,Urban,Co-Educational,108,123,231,1,3,,,,
4224,27251509603,JAYWANT,PRI SCH,WALHEKAR WADI -C,Primary with Upper Primary,Pvt. Aided,Urban,Co-Educational,185,188,373,1,7,,,
4225,27251509621,JAYWANT MAD VID,,WALHEKAR WADI -C,No Response,Pvt. Aided,Urban,Co-Educational,15,19,34,1,1,,,
4226,27251509624,NEW ENGLISH SCH MID BIJALINAGA,,WALHEKAR WADI -C,No Response,Pvt. Aided,Urban,Co-Educational,38,23,61,6,0,,,
4227,27251509622,PRERANA MAD VID,,WALHEKAR WADI -C,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Co-Educational,107,113,220,6,2,,,
4228,27251509601,WALHEKARWADI BOYS,,WALHEKAR WADI -C,Primary with Upper Primary,Local body,Urban,Boys only,505,0,505,1,13,,,
4229,27251509602,WALHEKARWADI GIRLS,,WALHEKAR WADI -C,Primary with Upper Primary,Local body,Urban,Girls only,0,566,566,1,14,,,
4230,27251502624,GANESH ENG SCHOOL DAPODI,,DAPODI B,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,153,135,288,1,6,,,
4231,27251502602,IQRA ENG SCHOOL DAPODI,,DAPODI B,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,217,190,407,0,7,,,
4232,27251502623,IQRA ENG SCHOOL DAPODI,,DAPODI B,No Response,Pvt. Unaided,Urban,Co-Educational,13,14,27,0,4,,,
4233,27251502622,SARNOBAT GAJANAN THOP ENG MED,,DAPODI B,No Response,Pvt. Unaided,Urban,Co-Educational,37,21,58,1,1,,,
4234,27251502621,SWAMI VIVEKANAND V.M. DAPODI,,DAPODI B,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Co-Educational,708,516,1224,15,25,,,
4235,27251502601,VISANJI AMICHAND NATHWANIENG M,,DAPODI B,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,261,152,413,1,7,,,
4236,27251502702,HU BHAGATSINGH BOY 121 V.M. DAPODI,,DAPODI C,Primary with Upper Primary,Local body,Urban,Boys only,225,0,225,1,7,,,
4237,27251502704,HU. BHAG.SINGH V.M. KANYA-31 DAPODI,,DAPODI C,Primary with Upper Primary,Local body,Urban,Girls only,0,259,259,0,8,,,
4238,27251502708,PCMC BOYS 37 DAPODI,,DAPODI C,Primary with Upper Primary,Local body,Urban,Boys only,333,0,333,2,11,,,
4239,27251502703,PCMC BOYS SCH DAPODI-76,,DAPODI C,Primary with Upper Primary,Local body,Urban,Boys only,225,0,225,1,7,,,
4240,27251502705,PCMC GIRLS SCHOOL DAPODI NO53,,DAPODI C,Primary with Upper Primary,Local body,Urban,Girls only,0,280,280,1,8,,,
4241,27251502706,PCMC GIRLS SCHOOL DAPODI NO73,,DAPODI C,Primary with Upper Primary,Local body,Urban,Girls only,0,348,348,1,10,,,
4242,27251502901,REJIMENTAL CHILDREN SCH C.M.E.,,FUGEWADI (DAPODI)-B,Primary with Upper Primary,Pvt. Aided,Urban,Co-Educational,172,147,319,4,8,,,
4243,27251503022,J.J. ENG. MED. SCH. FUGEWADI,,FUGEWADI (DAPODI)-C,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,94,58,152,0,7,,,
4244,27251503001,PCMC BOPKHEL SCH NO 101,,FUGEWADI (DAPODI)-C,Primary with Upper Primary,Local body,Urban,Boys only,332,0,332,3,9,,,
4245,27251503002,PCMC KANYA SCH NO .102,,FUGEWADI (DAPODI)-C,Primary with Upper Primary,Local body,Urban,Girls only,0,323,323,4,6,,,
4246,27251502521,HIGH SCH FUGEWADI,,FUGEWADI DAPODI A,No Response,Local body,Urban,Co-Educational,17,28,45,2,3,,,
4247,27251502502,LOK. TILAK PRI SCH BOYS NO.16,,FUGEWADI DAPODI A,Primary with Upper Primary,Local body,Urban,Boys only,194,0,194,1,6,,,
4248,27251502501,LOK. TILAK VIDYA MANDIR,,FUGEWADI DAPODI A,Primary with Upper Primary,Local body,Urban,Girls only,0,212,212,0,8,,,
4249,27251502222,DYANRAJ HIGH KASARWADI,,KASARWADI -A,Up. Primary with sec./H.sec,Pvt. Unaided,Urban,Co-Educational,147,149,296,2,3,,,
4250,27251502201,VIDYA VIKAS PRASHALA,,KASARWADI -A,Primary with Upper Primary,Pvt. Aided,Urban,Co-Educational,208,222,430,0,7,,,
4251,27251502221,VIDYA VIKAS PRASHALA (MED),,KASARWADI -A,No Response,Pvt. Aided,Urban,Co-Educational,32,30,62,0,5,,,
4252,27251502323,ACHARYA ANAND RUSHIJI HIGH KASAR,,KASARWADI -B,No Response,Pvt. Unaided,Urban,Co-Educational,4,2,6,0,5,,,
4253,27251502322,ACHARYA ANAND RUSHIJI KASARWADI,,KASARWADI -B,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,74,65,139,5,2,,,
4254,27251502301,CHATRAPATI RAJASHRE SHAU PRI S,,KASARWADI -B,Primary with Upper Primary,Local body,Urban,Boys only,235,0,235,1,8,,,
4255,27251502321,HIGH SCH KASARWADI,KASARWADI -B,Up. Primary with sec./H.sec,Local body,Urban,Co-Educational,88,72,160,0,7,,,,
4256,27251502302,KASARWADI GIRL,KASARWADI -B,Primary with Upper Primary,Local body,Urban,Girls only,0,227,227,0,8,,,,
4257,27251504021,OM SENTS HIGH SCH KALEWADI,KALEWADI -A,No Response,Pvt. Unaided,Urban,Co-Educational,44,16,60,0,3,,,,
4258,27251504001,OM SENTS PRI SCH KALEWADI,KALEWADI -A,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,413,260,673,0,12,,,,
4259,27251504121,ALPHANSA HIGH SCH,KALEWADI -B,Upper Primary only,Pvt. Unaided,Urban,Co-Educational,388,339,727,1,22,,,,
4260,27251504103,ALPHANSA PRI SCH,KALEWADI -B,Primary,Pvt. Unaided,Urban,Co-Educational,487,388,875,1,16,,,,
4261,27251504122,NIRMAL BETHANY HIGH SCH. KALEWADI,KALEWADI -B,No Response,Pvt. Unaided,Urban,Co-Educational,88,57,145,1,3,,,,
4262,27251504102,NIRMAL BETHNY PRI. SCH. KALEWADI,KALEWADI -B,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,760,523,1283,0,20,,,,
4263,27251504123,RODGERS ENG SCH. KALEWADI,KALEWADI -B,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,577,359,936,1,14,,,,
4264,27251504225,BABY'S ENG. PRI.SCH. KALEWADI,KALEWADI -C,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,753,446,1199,1,17,,,,
4265,27251504206,BHAUSO. TAPKIR PRI. SCH. KALEWADI,KALEWADI -C,Primary with Upper Primary,Pvt. Aided,Urban,Co-Educational,670,561,1231,5,19,,,,
4266,27251504201,KALEWADI PRI SCH 56/1 BOYS,KALEWADI -C,Primary with Upper Primary,Local body,Urban,Boys only,377,0,377,1,9,,,,
4267,27251504203,KALEWADI PRI SCH 56/1 GIRLS,KALEWADI -C,Primary with Upper Primary,Local body,Urban,Girls only,0,486,486,4,11,,,,
4268,27251504202,KALEWADI PRI SCH 56/2 BOYS,KALEWADI -C,Primary with Upper Primary,Local body,Urban,Boys only,403,0,403,2,10,,,,
4269,27251504204,KALEWADI PRI SCH 56/2 GIRLS,KALEWADI -C,Primary with Upper Primary,Local body,Urban,Girls only,0,413,413,1,10,,,,
4270,27251504222,LAXMIBAI TAPKIR MAD,KALEWADI -C,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Co-Educational,192,171,363,8,2,,,,
4271,27251504224,SHARDA ENG PRI SCH. KALEWADI,KALEWADI -C,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,37,30,67,0,5,,,,
4272,27251504221,VIDYADEEP MAD SCHOOL,KALEWADI -C,No Response,Pvt. Aided,Urban,Co-Educational,27,32,59,1,1,,,,
4273,27251504205,VIDYADEEP PRI SCHOOL,KALEWADI -C,Primary with Upper Primary,Pvt. Aided,Urban,Co-Educational,244,278,522,3,5,,,,
4274,27251504325,KANTILAL KHIVANSARA ENG MED,THERGAON -A,No Response,Pvt. Unaided,Urban,Co-Educational,94,69,163,3,1,,,,
4275,27251504324,KANTILAL KHIVANSARA HIN MID V,THERGAON -A,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,234,210,444,2,6,,,,
4276,27251504424,LAXMIBAI DHINJE HIGH GUJARNAGAR,THERGAON -B,No Response,Pvt. Unaided,Urban,Co-Educational,59,38,97,1,2,,,,
4277,27251504404,LAXMIBAI V M DHINJE GUJARNAGAR,THERGAON -B,Primary with Upper Primary,Pvt. Aided,Urban,Co-Educational,188,150,338,1,7,,,,
4278,27251504401,NAGU BARNE PRI SCH60/2 BOYS,THERGAON -B,Primary with Upper Primary,Local body,Urban,Co-Educational,393,0,393,1,11,,,,
4279,27251504402,NAGU BARNE PRI SCH60/2 GIRLS,THERGAON -B,Primary with Upper Primary,Local body,Urban,Girls only,0,403,403,4,8,,,,
4280,27251504403,PRERNA MAD V MANDIR LAXMAN NAG,THERGAON -B,Primary with Upper Primary,Pvt. Aided,Urban,Co-Educational,601,472,1073,6,17,,,,
4281,27251504421,PRERNA P V M LAXMANNAGAR,THERGAON -B,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Co-Educational,215,135,350,6,5,,,,
4282,27251504423,SAVITRIBAI BARANE PRI VIDYA,THERGAON -B,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,109,104,213,1,7,,,,
4283,27251504505,KANTILAL KHIVNSARA PATIL ENG,THERGAON -C,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,417,264,681,0,16,,,,
4284,27251504504,KANTILAL KHIVNSARA PATILHINDI,THERGAON -C,No Response,Pvt. Unaided,Urban,Co-Educational,94,69,163,4,5,,,,
4285,27251504501,KHIVNSARA PATIL PRI BOYS,THERGAON -C,Primary with Upper Primary,Local body,Urban,Boys only,353,0,353,4,6,,,,
4286,27251504502,KHIVNSARA PATIL PRI GIRLS,,THERGAON -C,Primary with Upper Primary,Local body,Urban,Girls only,0,454,454,6,11,,,
4287,27251504503,KHIVNSARA PATIL VID M GANESHNA,,THERGAON -C,Primary with Upper Primary,Pvt. Aided,Urban,Co-Educational,341,312,653,2,14,,,
4288,27251504506,LOKMANYA TILAK MAD VID GANESHN,,THERGAON -C,No Response,Pvt. Unaided,Urban,Co-Educational,66,66,132,1,2,,,
4289,27251504507,PRADNYA VIDYA MANDIR,,THERGAON -C,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,67,45,112,1,6,,,
4290,27251504509,S.P. ENG. MED. SCH. WAKAD,,THERGAON -C,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,86,62,148,2,4,,,
4291,27251504508,SHRI SAI ENG SCH. KAVERINAGAR,,THERGAON -C,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,97,82,179,2,6,,,
4292,27251504803,BHUMKAR WASTI 104,,WAKAD -C,Primary with Upper Primary,Local body,Urban,Boys only,579,0,579,10,5,,,
4293,27251504822,GOOD SAMARITAN HIGH SCH,,WAKAD -C,Up. Primary with sec./H.sec,Pvt. Unaided,Urban,Co-Educational,258,208,466,1,11,,,
4294,27251504806,PCMC SCH NO 104 (KANYA] BHUMKA,,WAKAD -C,Primary with Upper Primary,Local body,Urban,Girls only,6,520,526,4,11,,,
4295,27251504804,THE GOOD SAMARITAN SCH,,WAKAD -C,Primary,Pvt. Unaided,Urban,Co-Educational,279,213,492,0,12,,,
4296,27251500724,BHARATI ENG MED SCH DIGHI,,DIGHI CHARHOLI - A,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,60,27,87,1,6,,,
4297,27251500701,DIGHI BOYS PRI SCH,,DIGHI CHARHOLI - A,Primary with Upper Primary,Local body,Urban,Boys only,424,0,424,1,9,,,
4298,27251500702,DIGHI GIRLS PRI SCH,,DIGHI CHARHOLI - A,Primary with Upper Primary,Local body,Urban,Girls only,0,444,444,2,12,,,
4299,27251500705,HARYZONE DIGHI ENG. PRI. DIGHI,,DIGHI CHARHOLI - A,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,255,195,450,1,18,,,
4300,27251500727,HARYZONE DIGHI ENG. UP.PRI. DIGHI,,DIGHI CHARHOLI - A,No Response,Pvt. Aided,Urban,Co-Educational,16,7,23,2,0,,,
4301,27251500721,MANJURIBAI MAD DIGHI,,DIGHI CHARHOLI - A,No Response,Pvt. Unaided,Urban,Co-Educational,39,27,66,0,3,,,
4302,27251500703,MANJURIBAI PRI,DIGHI,DIGHI CHARHOLI - A,Primary with Upper Primary,Pvt. Aided,Urban,Co-Educational,272,228,500,3,5,,,
4303,27251500722,RAMCHANDRA GAIKWAD MAD DIGHI,,DIGHI CHARHOLI - A,Primary,Pvt. Unaided,Urban,Co-Educational,287,254,541,0,13,,,
4304,27251500726,RAMCHANDRA GAIKWAD PRI VIDYALA,,DIGHI CHARHOLI - A,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Co-Educational,404,336,740,5,6,,,
4305,27251500725,YASHAVANTRAO CHAVAN PRI VID,,DIGHI CHARHOLI - A,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,171,176,347,0,7,,,
4306,27251501603,NEW ENGLISH SCHOOL STERALING,,GAVANE VASTI,- A,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,342,246,588,1,13,,
4307,27251501628,POONA PUBLIC SCHOOL,,GAVANE VASTI,- A,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,162,72,234,2,9,,
4308,27251501605,SANT SAI ENG.MED.SCH.,,GAVANE VASTI,- A,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,603,464,1067,7,20,,
4309,27251501627,SANT SAI HIGH SCHOOL,,GAVANE VASTI,- A,No Response,Pvt. Unaided,Urban,Co-Educational,85,52,137,2,3,,
4310,27251501629,STERLING HIGH SCH. INDRAYANI,,GAVANE VASTI,- A,No Response,Pvt. Unaided,Urban,Co-Educational,24,20,44,1,1,,
4311,27251501601,SWAMI SAMARTH VIDYA MANDIR,,GAVANE VASTI,- A,Primary with Upper Primary,Pvt. Aided,Urban,Co-Educational,166,131,297,2,6,,
4312,27251501722,"HINDI MAD VID, LANDEWADI, BHOS",,GAVANE VASTI,- B,No Response,Pvt. Unaided,Urban,Co-Educational,49,41,90,1,1,,
4313,27251501726,HINDI PRI. VID.LANDEWADI,,GAVANE VASTI,- B,No Response,Pvt. Unaided,Urban,Co-Educational,298,311,609,3,7,,
4314,27251501701,LANDEWADI BOYS SCHOOL NO 4,,GAVANE VASTI,- B,Primary with Upper Primary,Local body,Urban,Boys only,406,0,406,1,9,,
4315,27251501702,LANDEWADI GIRLS SCHOOL NO 2,,GAVANE VASTI,- B,Primary with Upper Primary,Local body,Urban,Girls only,0,444,444,2,12,,
4316,27251501721,"PCMC MAD VID, LANDEWADI",,GAVANE VASTI,- B,No Response,Local body,Urban,Co-Educational,39,43,82,2,1,,
4317,27251501724,SWAMI SAMARTHA ENG MED SCH,,GAVANE VASTI,- B,No Response,Pvt. Unaided,Urban,Co-Educational,33,17,50,2,0,,
4318,27251501723,SWAMI SAMARTHA MAD VID LANDEWA,,GAVANE VASTI,- B,No Response,Pvt. Aided,Urban,Co-Educational,19,13,32,2,0,,
4319,27251501725,SWAMI SAMARTHA VIDYAMANDIR MAD,,GAVANE VASTI,- B,Up. Primary with sec./H.sec,Pvt. Aided,Urban,Co-Educational,534,440,974,11,1,,
4320,27251501824,YASHWANTRAO CHAVAN HIGH ASHRAMS,,GAVANE VASTI,- C,No Response,Tribal/Social Welfare Dept.,Urban,Co-Educational,24,13,37,2,0,,
4321,27251501802,YASHWANTRAO CHAVAN PRI ASHRAMS,,GAVANE VASTI,- C,Primary with Upper Primary,Tribal/Social Welfare Dept.,Urban,Co-Educational,134,105,239,5,2,,
4322,27251502104,LAL BAHADUR SHAARITI SCH,,INDRAYANI NAGAR -C,Primary,Pvt. Aided,Urban,Co-Educational,171,131,302,2,2,,,
4323,27251502127,PRIYADARSHANI ENG PRI SCH IN,,INDRAYANI NAGAR -C,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,718,546,1264,3,12,,,
